站点名称,更新周数,更新时间,起始时间,结束时间,温度(℃),湿度(%),气压(mb),风向,风速(m/s),周温差(℃),周最低温(℃),周报URL
新奥尔松,2022年第25周,2022-06-25 17:40:00,2022-06-18,2022-06-24,9.2,67.0,1017.0,东北,1.5,6.3,4.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134808
昆仑站,2022年第25周,2022-06-25 15:56:00,2022-06-18,2022-06-24,-56.0,54.0,565.0,西南,0.0,16.3,-64.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134808
泰山站,2022年第25周,2022-06-25 15:56:00,2022-06-18,2022-06-24,-49.9,62.0,690.0,东,13.6,11.7,-49.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134808
中山站,2022年第24周,2022-06-18 17:43:00,2022-06-11,2022-06-17,-17.6,38.0,992.3,东南,15.4,16.4,-17.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134786
长城站,2022年第24周,2022-06-18 17:40:00,2022-06-11,2022-06-17,-6.7,84.0,994.6,东,4.4,10.1,-9.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134786
新奥尔松,2022年第24周,2022-06-18 17:40:00,2022-06-11,2022-06-17,6.1,71.0,1013.1,西南,1.8,5.3,1.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134786
昆仑站,2022年第24周,2022-06-18 15:39:00,2022-06-11,2022-06-17,-46.4,62.0,589.0,东北,0.0,19.8,-65.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134786
泰山站,2022年第24周,2022-06-18 15:39:00,2022-06-11,2022-06-17,-41.8,67.0,710.0,东南,13.9,16.1,-41.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134786
中山站,2022年第23周,2022-06-11 17:58:00,2022-06-04,2022-06-10,-10.2,54.0,1001.7,东,17.0,8.7,-11.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134746
长城站,2022年第23周,2022-06-11 17:45:00,2022-06-04,2022-06-10,0.4,97.0,976.1,北,9.8,5.2,-3.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134746
新奥尔松,2022年第23周,2022-06-11 17:40:00,2022-06-04,2022-06-10,3.6,80.0,1010.5,东北,1.2,6.8,2.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134746
昆仑站,2022年第23周,2022-06-11 14:08:00,2022-06-04,2022-06-10,-62.6,49.0,592.0,南,0.0,15.8,-62.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134746
泰山站,2022年第23周,2022-06-11 07:24:00,2022-06-04,2022-06-10,-37.6,70.0,717.0,东南,16.2,11.1,-37.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134746
中山站,2022年第22周,2022-06-04 17:53:00,2022-05-28,2022-06-03,-4.9,90.0,978.0,东,10.5,9.3,-14.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134731
长城站,2022年第22周,2022-06-04 17:50:00,2022-05-28,2022-06-03,1.4,89.0,962.1,北,18.3,11.2,-9.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134731
新奥尔松,2022年第22周,2022-06-04 17:40:00,2022-05-28,2022-06-03,6.2,87.0,1004.5,东南,2.7,5.9,2.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134731
泰山站,2022年第22周,2022-06-04 15:27:00,2022-05-28,2022-06-03,-30.9,75.0,698.0,东,15.8,13.3,-43.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134731
昆仑站,2022年第22周,2022-06-04 15:24:00,2022-05-28,2022-06-03,-61.3,50.0,570.0,东北,0.0,15.0,-63.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134731
长城站,2022年第21周,2022-05-28 17:50:00,2022-05-21,2022-05-27,-6.4,62.0,994.3,南,3.5,10.1,-9.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134688
中山站,2022年第21周,2022-05-28 17:48:00,2022-05-21,2022-05-27,-7.8,81.0,990.6,东,5.3,25.1,-28.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134688
新奥尔松,2022年第21周,2022-05-28 17:40:00,2022-05-21,2022-05-27,5.2,87.0,1021.0,东南,0.9,7.6,-0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134688
昆仑站,2022年第21周,2022-05-28 14:39:00,2022-05-21,2022-05-27,-58.5,52.0,576.0,北,0.0,22.2,-75.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134688
泰山站,2022年第21周,2022-05-28 12:59:00,2022-05-21,2022-05-27,-32.0,74.0,708.0,东,11.9,13.2,-42.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134688
长城站,2022年第20周,2022-05-21 17:40:00,2022-05-14,2022-05-20,-0.2,99.0,994.7,北,7.4,4.0,-1.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134668
新奥尔松,2022年第20周,2022-05-21 17:40:00,2022-05-14,2022-05-20,2.2,87.0,1011.1,南,4.7,11.4,-8.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134668
中山站,2022年第20周,2022-05-21 17:38:00,2022-05-14,2022-05-20,-7.2,83.0,987.6,东,5.3,23.3,-30.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134668
昆仑站,2022年第20周,2022-05-21 16:01:00,2022-05-14,2022-05-20,-62.4,48.0,556.0,北,0.0,25.5,-75.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134668
泰山站,2022年第20周,2022-05-21 16:00:00,2022-05-14,2022-05-20,-31.6,75.0,699.0,北,11.8,24.3,-50.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134668
中山站,2022年第19周,2022-05-14 21:48:00,2022-05-07,2022-05-13,-16.0,51.0,985.0,东,10.7,13.7,-19.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
长城站,2022年第19周,2022-05-14 21:40:00,2022-05-07,2022-05-13,1.5,97.0,1002.1,北,8.4,15.8,-12.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
新奥尔松,2022年第19周,2022-05-14 21:40:00,2022-05-07,2022-05-13,-3.4,70.0,1003.9,西南,0.9,9.5,-12.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
昆仑站,2022年第19周,2022-05-14 21:02:00,2022-05-07,2022-05-13,-65.4,45.0,580.0,东南,0.0,17.1,-71.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
泰山站,2022年第19周,2022-05-14 21:02:00,2022-05-07,2022-05-13,-40.2,68.0,698.0,东,14.9,16.8,-48.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
中山站,2022年第19周,2022-05-14 21:48:00,2022-05-07,2022-05-13,-16.0,51.0,985.0,东,10.7,13.7,-19.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
长城站,2022年第19周,2022-05-14 21:40:00,2022-05-07,2022-05-13,1.5,97.0,1002.1,北,8.4,15.8,-12.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
新奥尔松,2022年第19周,2022-05-14 21:40:00,2022-05-07,2022-05-13,-3.4,70.0,1003.9,西南,0.9,9.5,-12.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
昆仑站,2022年第19周,2022-05-14 21:02:00,2022-05-07,2022-05-13,-65.4,45.0,580.0,东南,0.0,17.1,-71.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
泰山站,2022年第19周,2022-05-14 21:02:00,2022-05-07,2022-05-13,-40.2,68.0,698.0,东,14.9,16.8,-48.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134651
长城站,2022年第18周,2022-05-08 18:00:00,2022-05-01,2022-05-07,-12.2,92.0,979.0,东,19.6,13.9,-12.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134649
中山站,2022年第18周,2022-05-08 17:48:00,2022-05-01,2022-05-07,-7.9,51.0,996.4,东,10.6,32.9,-37.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134649
昆仑站,2022年第18周,2022-05-08 15:56:00,2022-05-01,2022-05-07,-59.1,53.0,579.0,北,0.0,21.1,-73.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134649
泰山站,2022年第18周,2022-05-08 15:54:00,2022-05-01,2022-05-07,-34.0,73.0,711.0,东,11.7,25.0,-52.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134649
长城站,2022年第17周,2022-05-01 17:45:00,2022-04-24,2022-04-30,0.1,97.0,999.4,西,7.7,10.5,-8.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134646
中山站,2022年第17周,2022-05-01 17:39:00,2022-04-24,2022-04-30,-16.2,81.0,984.4,东,5.9,9.9,-21.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134646
昆仑站,2022年第17周,2022-05-01 16:49:00,2022-04-24,2022-04-30,-68.5,49.0,571.0,东南,0.0,20.2,-73.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134646
泰山站,2022年第17周,2022-05-01 16:29:00,2022-04-24,2022-04-30,-41.0,67.0,698.0,东,13.1,12.1,-48.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134646
中山站,2022年第16周,2022-04-24 17:55:00,2022-04-17,2022-04-23,-12.2,88.0,981.0,东北,8.1,14.4,-22.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134606
长城站,2022年第16周,2022-04-24 17:45:00,2022-04-17,2022-04-23,0.6,97.0,989.9,西北,5.7,4.5,-2.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134606
昆仑站,2022年第16周,2022-04-24 15:46:00,2022-04-17,2022-04-23,-70.9,41.0,567.0,南,0.0,18.0,-74.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134606
泰山站,2022年第16周,2022-04-24 14:00:00,2022-04-17,2022-04-23,-45.2,65.0,691.0,东,10.0,13.7,-47.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134606
中山站,2022年第15周,2022-04-17 18:00:00,2022-04-10,2022-04-16,-8.2,90.0,962.9,东,6.4,17.5,-23.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134566
长城站,2022年第15周,2022-04-17 17:45:00,2022-04-10,2022-04-16,-0.5,75.0,1006.9,西,5.9,4.9,-2.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134566
昆仑站,2022年第15周,2022-04-17 16:02:00,2022-04-10,2022-04-16,-72.9,45.0,561.0,南,0.0,28.0,-87.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134566
泰山站,2022年第15周,2022-04-17 16:00:00,2022-04-10,2022-04-16,-34.3,72.0,685.0,东,14.1,17.8,-50.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134566
中山站,2022年第14周,2022-04-10 17:50:00,2022-04-03,2022-04-09,-6.1,59.0,973.5,东,13.7,10.7,-14.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134548
长城站,2022年第14周,2022-04-10 17:45:00,2022-04-03,2022-04-09,0.8,88.0,979.5,西,9.7,9.0,-6.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134548
昆仑站,2022年第14周,2022-04-10 10:40:00,2022-04-03,2022-04-09,-57.9,52.0,568.0,东北,0.0,12.9,-69.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134548
泰山站,2022年第14周,2022-04-10 07:26:00,2022-04-03,2022-04-09,-33.1,74.0,694.0,东,15.6,10.7,-41.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134548
中山站,2022年第13周,2022-04-03 17:50:00,2022-03-27,2022-04-02,-6.7,61.0,977.8,东,5.9,8.9,-13.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134546
长城站,2022年第13周,2022-04-03 17:30:00,2022-03-27,2022-04-02,0.6,96.0,975.9,北,9.7,6.3,-4.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134546
昆仑站,2022年第13周,2022-04-03 15:41:00,2022-03-27,2022-04-02,-60.0,50.0,570.0,南,3.5,20.8,-64.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134546
泰山站,2022年第13周,2022-04-03 15:30:00,2022-03-27,2022-04-02,-40.3,66.0,694.0,东,10.7,15.2,-43.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134546
中山站,2022年第12周,2022-03-27 17:39:00,2022-03-20,2022-03-26,-10.7,40.0,994.9,东南,5.7,13.7,-13.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134486
长城站,2022年第12周,2022-03-27 17:30:00,2022-03-20,2022-03-26,0.9,96.0,987.9,东,4.7,4.9,-1.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134486
泰山站,2022年第12周,2022-03-27 16:08:00,2022-03-20,2022-03-26,-39.8,63.0,702.0,东,11.8,18.3,-42.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134486
昆仑站,2022年第12周,2022-03-27 15:13:00,2022-03-20,2022-03-26,-38.5,66.0,573.0,东北,0.3,27.4,-58.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134486
中山站,2022年第11周,2022-03-20 17:43:00,2022-03-13,2022-03-19,-6.0,75.0,977.4,东,1.9,8.9,-10.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134466
长城站,2022年第11周,2022-03-20 17:30:00,2022-03-13,2022-03-19,1.7,98.0,994.8,西北,12.1,8.4,-4.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134466
昆仑站,2022年第11周,2022-03-20 16:49:00,2022-03-13,2022-03-19,-31.8,70.0,570.0,东北,6.7,39.1,-64.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134466
泰山站,2022年第11周,2022-03-20 16:48:00,2022-03-13,2022-03-19,-22.7,79.0,691.0,东北,5.4,20.1,-38.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134466
中山站,2022年第10周,2022-03-13 17:34:00,2022-03-06,2022-03-12,-6.5,42.0,981.9,东南,5.0,6.7,-11.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134446
长城站,2022年第10周,2022-03-13 17:30:00,2022-03-06,2022-03-12,1.5,95.0,983.0,东北,1.6,4.8,-0.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134446
泰山站,2022年第10周,2022-03-13 16:57:00,2022-03-06,2022-03-12,-32.0,53.0,697.0,东北,10.6,13.8,-43.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134446
昆仑站,2022年第10周,2022-03-13 15:40:00,2022-03-06,2022-03-12,-55.6,53.0,562.0,北,3.6,17.2,-65.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134446
中山站,2022年第09周,2022-03-06 17:39:00,2022-02-27,2022-03-05,-5.9,46.0,987.3,东,5.4,7.7,-9.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134426
长城站,2022年第09周,2022-03-06 17:30:00,2022-02-27,2022-03-05,-0.2,98.0,1000.5,东,8.1,5.3,-2.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134426
昆仑站,2022年第09周,2022-03-06 16:00:00,2022-02-27,2022-03-05,-49.8,57.0,573.0,西北,2.9,14.1,-60.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134426
泰山站,2022年第09周,2022-03-06 15:59:00,2022-02-27,2022-03-05,-32.1,68.0,701.0,东,13.0,17.8,-40.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134426
中山站,2022年第08周,2022-02-27 17:54:00,2022-02-20,2022-02-26,-2.9,51.0,979.6,东,3.2,9.7,-8.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134407
长城站,2022年第08周,2022-02-27 17:30:00,2022-02-20,2022-02-26,2.1,96.0,981.9,西北,6.0,3.9,0.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134407
昆仑站,2022年第08周,2022-02-27 15:51:00,2022-02-20,2022-02-26,-47.6,57.0,570.0,北,3.2,16.7,-55.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134407
泰山站,2022年第08周,2022-02-27 15:50:00,2022-02-20,2022-02-26,-28.1,74.0,698.0,东,13.3,13.7,-36.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134407
中山站,2022年第07周,2022-02-20 18:00:00,2022-02-13,2022-02-19,0.6,66.0,959.6,东,9.3,8.8,-7.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134369
长城站,2022年第07周,2022-02-20 17:55:00,2022-02-13,2022-02-19,1.5,91.0,1006.7,西南,5.6,4.5,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134369
昆仑站,2022年第07周,2022-02-20 16:21:00,2022-02-13,2022-02-19,-38.9,66.0,571.0,东,1.7,24.1,-50.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134369
泰山站,2022年第07周,2022-02-20 16:09:00,2022-02-13,2022-02-19,-23.2,79.0,692.0,东北,14.8,15.3,-36.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134369
中山站,2022年第06周,2022-02-13 17:59:00,2022-02-06,2022-02-12,0.5,49.0,978.2,东,1.3,10.2,-4.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
长城站,2022年第06周,2022-02-13 17:55:00,2022-02-06,2022-02-12,0.8,83.0,979.7,西,8.1,10.5,-1.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
泰山站,2022年第06周,2022-02-13 16:30:00,2022-02-06,2022-02-12,-24.6,70.0,700.0,东,11.2,12.0,-32.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
昆仑站,2022年第06周,2022-02-13 16:30:00,2022-02-06,2022-02-12,-34.2,67.0,581.0,东南,3.8,15.4,-43.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
中山站,2022年第06周,2022-02-13 17:59:00,2022-02-06,2022-02-12,0.5,49.0,978.2,东,1.3,10.2,-4.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
长城站,2022年第06周,2022-02-13 17:55:00,2022-02-06,2022-02-12,0.8,83.0,979.7,西,8.1,10.5,-1.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
泰山站,2022年第06周,2022-02-13 16:30:00,2022-02-06,2022-02-12,-24.6,70.0,700.0,东,11.2,12.0,-32.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
昆仑站,2022年第06周,2022-02-13 16:30:00,2022-02-06,2022-02-12,-34.2,67.0,581.0,东南,3.8,15.4,-43.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134366
中山站,2022年第05周,2022-02-06 17:55:00,2022-01-30,2022-02-05,0.7,56.0,983.4,东,12.5,8.7,-4.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134352
长城站,2022年第05周,2022-02-06 17:30:00,2022-01-30,2022-02-05,2.0,97.0,987.3,西南,4.2,5.2,-0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134352
泰山站,2022年第05周,2022-02-06 15:08:00,2022-01-30,2022-02-05,-25.8,73.0,709.0,东,14.4,12.4,-33.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134352
昆仑站,2022年第05周,2022-02-06 15:06:00,2022-01-30,2022-02-05,-31.0,67.0,590.0,东,4.3,12.1,-43.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134352
长城站,2022年第04周,2022-01-30 17:55:00,2022-01-23,2022-01-29,4.2,94.0,993.6,北,3.6,6.9,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134350
中山站,2022年第04周,2022-01-30 17:55:00,2022-01-23,2022-01-29,3.0,56.0,980.6,东,5.1,13.0,-6.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134350
泰山站,2022年第04周,2022-01-30 16:24:00,2022-01-23,2022-01-29,-21.4,73.0,707.0,东,10.4,13.3,-32.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134350
昆仑站,2022年第04周,2022-01-30 16:24:00,2022-01-23,2022-01-29,-38.2,62.0,579.0,西,5.3,18.7,-45.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134350
中山站,2022年第03周,2022-01-23 17:50:00,2022-01-16,2022-01-22,6.6,33.0,978.4,东,0.0,11.1,-4.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134347
长城站,2022年第03周,2022-01-23 17:45:00,2022-01-16,2022-01-22,2.1,95.0,989.9,北,7.3,5.3,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134347
昆仑站,2022年第03周,2022-01-23 15:28:00,2022-01-16,2022-01-22,-27.8,70.0,588.0,东南,11.0,16.7,-40.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134347
泰山站,2022年第03周,2022-01-23 15:26:00,2022-01-16,2022-01-22,-22.3,73.0,705.0,东,10.2,11.8,-30.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134347
中山站,2022年第02周,2022-01-16 17:55:00,2022-01-09,2022-01-15,3.6,44.0,990.2,西北,2.6,10.6,-5.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134332
长城站,2022年第02周,2022-01-16 17:54:00,2022-01-09,2022-01-15,-0.1,91.0,1004.1,东南,3.5,6.5,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134332
泰山站,2022年第02周,2022-01-16 15:54:00,2022-01-09,2022-01-15,-21.8,66.0,709.0,东北,10.0,10.1,-29.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134332
昆仑站,2022年第02周,2022-01-16 15:40:00,2022-01-09,2022-01-15,-32.1,65.0,583.0,南,3.7,9.4,-40.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134332
长城站,2022年第01周,2022-01-09 17:40:00,2022-01-02,2022-01-08,1.0,96.0,983.7,西,5.5,6.1,-0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134329
中山站,2022年第01周,2022-01-09 17:40:00,2022-01-02,2022-01-08,2.5,50.0,977.8,西北,3.2,12.2,-4.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134329
泰山站,2022年第01周,2022-01-09 16:24:00,2022-01-02,2022-01-08,-20.4,61.0,703.0,东,8.5,11.9,-30.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134329
昆仑站,2022年第01周,2022-01-09 16:24:00,2022-01-02,2022-01-08,-31.7,64.0,578.0,西,1.3,15.0,-41.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134329
长城站,2021年第52周,2022-01-02 17:59:00,2021-12-26,2022-01-01,0.6,97.0,978.5,东南,6.6,4.3,-0.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134327
中山站,2021年第52周,2022-01-02 17:55:00,2021-12-26,2022-01-01,4.4,,990.4,西北,1.4,7.7,-3.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134327
昆仑站,2021年第52周,2022-01-02 16:06:00,2021-12-26,2022-01-01,-32.6,65.0,587.0,西南,6.4,14.5,-39.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134327
泰山站,2021年第52周,2022-01-02 16:03:00,2021-12-26,2022-01-01,-19.6,60.0,715.0,东南,10.0,15.0,-28.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134327
中山站,2021年第51周,2021-12-26 17:55:00,2021-12-19,2021-12-25,1.0,73.0,972.1,东北,2.1,8.9,-3.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134289
长城站,2021年第51周,2021-12-26 17:40:00,2021-12-19,2021-12-25,2.1,97.0,975.7,西,11.3,5.0,-0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134289
泰山站,2021年第51周,2021-12-26 15:09:00,2021-12-19,2021-12-25,-21.1,71.0,697.0,东,11.9,11.0,-25.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134289
昆仑站,2021年第51周,2021-12-26 15:06:00,2021-12-19,2021-12-25,-26.6,69.0,578.0,西北,2.8,19.5,-35.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134289
中山站,2021年第50周,2021-12-19 17:55:00,2021-12-12,2021-12-18,5.1,48.0,979.0,东,6.4,11.1,-1.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134286
长城站,2021年第50周,2021-12-19 17:48:00,2021-12-12,2021-12-18,0.2,95.0,972.5,西,14.3,5.2,-0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134286
泰山站,2021年第50周,2021-12-19 15:42:00,2021-12-12,2021-12-18,-17.3,69.0,711.0,东南,12.6,14.8,-25.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134286
昆仑站,2021年第50周,2021-12-19 15:41:00,2021-12-12,2021-12-18,-24.3,71.0,592.0,南,4.9,15.1,-39.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134286
长城站,2021年第49周,2021-12-12 17:50:00,2021-12-05,2021-12-11,1.1,96.0,984.5,西北,10.1,5.2,-0.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134268
中山站,2021年第49周,2021-12-12 17:45:00,2021-12-05,2021-12-11,2.7,69.0,977.9,东北,6.3,7.0,-2.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134268
泰山站,2021年第49周,2021-12-12 15:59:00,2021-12-05,2021-12-11,-18.9,71.0,703.0,东北,8.0,9.4,-27.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134268
昆仑站,2021年第49周,2021-12-12 15:48:00,2021-12-05,2021-12-11,-32.2,67.0,575.0,北,5.1,15.6,-39.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134268
长城站,2021年第48周,2021-12-05 17:53:00,2021-11-28,2021-12-04,0.9,95.0,980.0,西北,6.4,5.2,-1.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134251
中山站,2021年第48周,2021-12-05 17:35:00,2021-11-28,2021-12-04,1.3,63.0,961.1,东北,11.2,13.7,-7.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134251
昆仑站,2021年第48周,2021-12-05 17:21:00,2021-11-28,2021-12-04,-32.0,66.0,580.0,东北,4.6,16.0,-41.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134251
泰山站,2021年第48周,2021-12-05 17:21:00,2021-11-28,2021-12-04,-18.0,81.0,698.0,东,14.6,13.2,-31.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134251
中山站,2021年第47周,2021-11-28 17:40:00,2021-11-21,2021-11-27,0.3,38.0,967.7,东,3.2,14.2,-12.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134248
长城站,2021年第47周,2021-11-28 17:30:00,2021-11-21,2021-11-27,0.6,95.0,989.8,西北,5.6,8.9,-5.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=134248
